Postal,Name,medIncome
PA,Beaver County,44020
PA,Bedford County,38548
PA,Berks County,51631
PA,Blair County,41095
PA,Bradford County,43060
PA,Bucks County,70960
PA,Butler County,54363
PA,Cambria County,40494
PA,Cameron County,36278
PA,Carbon County,45698
PA,Centre County,45154
PA,Chester County,83829
PA,Clarion County,37740
PA,Clearfield County,37025
PA,Clinton County,38423
PA,Columbia County,41898
PA,Crawford County,38302
PA,Cumberland County,56288
PA,Dauphin County,51670
PA,Delaware County,59038
PA,Elk County,42750
PA,Erie County,42341
PA,Fayette County,35442
PA,Forest County,34736
PA,Franklin County,49541
PA,Fulton County,43947
PA,Greene County,41927
PA,Huntingdon County,40947
PA,Indiana County,40538
PA,Jefferson County,37911
PA,Juniata County,45810
PA,Lackawanna County,42081
PA,Lancaster County,51784
PA,Lawrence County,39047
PA,Lebanon County,51142
PA,Lehigh County,51426
PA,Luzerne County,41745
PA,Lycoming County,40825
PA,Mc Kean County,39679
PA,Mercer County,40244
PA,Mifflin County,37163
PA,Monroe County,54111
PA,Montgomery County,75369
PA,Montour County,47518
PA,Northampton County,56369
PA,Northumberland County,36503
PA,Perry County,51390
PA,Philadelphia County,34667
PA,Pike County,54674
PA,Potter County,40472
PA,Schuylkill County,40384
PA,Snyder County,42016
PA,Somerset County,39542
PA,Sullivan County,34026
PA,Susquehanna County,43583
PA,Tioga County,40651
PA,Union County,44997
PA,Venango County,39351
PA,Warren County,41008
PA,Washington County,47823
PA,Wayne County,43627
PA,Westmoreland County,46468
PA,Wyoming County,46899
PA,York County,55960
RI,Rhode Island,52053
RI,Bristol County,60631
RI,Kent County,54665
RI,Newport County,67431
RI,Providence County,45572
RI,Washington County,67195
SC,South Carolina,42117
SC,Abbeville County,34658
SC,Aiken County,43196
SC,Allendale County,24615
SC,Anderson County,38851
SC,Bamberg County,29101
SC,Barnwell County,30898
SC,Beaufort County,55266
SC,Berkeley County,49284
SC,Calhoun County,37507
SC,Charleston County,46187
SC,Cherokee County,35223
SC,Chester County,34908
SC,Chesterfield County,32483
SC,Clarendon County,30913
SC,Colleton County,32446
SC,Darlington County,33772
SC,Dillon County,28665
SC,Dorchester County,51132
SC,Edgefield County,41501
SC,Fairfield County,32261
SC,Florence County,38914
SC,Georgetown County,38340
SC,Greenville County,45666
SC,Greenwood County,35619
SC,Hampton County,33367
SC,Horry County,40697
SC,Jasper County,35533
SC,Kershaw County,42174
SC,Lancaster County,38312
SC,Laurens County,36345
SC,Lee County,29756
SC,Lexington County,51523
SC,McCormick County,34963
SC,Marion County,27917
SC,Marlboro County,28630
SC,Newberry County,39054
SC,Oconee County,42671
SC,Orangeburg County,32699
SC,Pickens County,40110
SC,Richland County,45944
SC,Saluda County,39570
SC,Spartanburg County,41888
SC,Sumter County,36554
SC,Union County,34125
SC,Williamsburg County,28083
SC,York County,51403
SD,South Dakota,45861
SD,Aurora County,43934
SD,Beadle County,39504
SD,Bennett County,31183
SD,Bon Homme County,41580
SD,Brookings County,48290
SD,Brown County,47803
SD,Brule County,42604
SD,Buffalo County,20577
SD,Butte County,38767
SD,Campbell County,38767
SD,Charles Mix County,35122
SD,Clark County,42413
SD,Clay County,40492
SD,Codington County,44999
SD,Corson County,27233
SD,Custer County,46565
SD,Davison County,40972
SD,Day County,37186
SD,Deuel County,45772
SD,Dewey County,31374
SD,Douglas County,42472
SD,Edmunds County,48588
SD,Fall River County,36993
SD,Faulk County,42633
SD,Grant County,45436
SD,Gregory County,31962
SD,Haakon County,38900
SD,Hamlin County,49091
SD,Hand County,43683
SD,Hanson County,53987
SD,Harding County,37407
SD,Hughes County,54989
SD,Hutchinson County,41592
SD,Hyde County,38926
SD,Jackson County,30499
SD,Jerauld County,37924
SD,Jones County,38019
SD,Kingsbury County,47775
SD,Lake County,46388
SD,Lawrence County,45424
SD,Lincoln County,74100
SD,Lyman County,39774
SD,McCook County,44915
SD,McPherson County,35675
SD,Marshall County,40437
SD,Meade County,48120
SD,Mellette County,30003
SD,Miner County,45947
SD,Minnehaha County,49954
SD,Moody County,47162
SD,Pennington County,45999
SD,Perkins County,31033
SD,Potter County,44502
SD,Roberts County,39057
SD,Sanborn County,43361
SD,Shannon County,27307
SD,Spink County,44272
SD,Stanley County,50944
SD,Sully County,48026
SD,Todd County,26393
SD,Tripp County,36390
SD,Turner County,47912
SD,Union County,65142
SD,Walworth County,37506
SD,Yankton County,45297
SD,Ziebach County,25669
TN,Tennessee,41461
TN,Anderson County,45917
TN,Bedford County,39057
TN,Benton County,32346
TN,Bledsoe County,33366
TN,Blount County,41736
TN,Bradley County,38558
TN,Campbell County,31699
TN,Cannon County,36246
TN,Carroll County,34566
TN,Carter County,31145
TN,Cheatham County,51106
TN,Chester County,39492
TN,Claiborne County,29227
TN,Clay County,28014
TN,Cocke County,28832
TN,Coffee County,39321
TN,Crockett County,37945
TN,Cumberland County,36214
TN,Davidson County,43825
TN,Decatur County,35134
TN,DeKalb County,35726
TN,Dickson County,43353
TN,Dyer County,36735
TN,Fayette County,53935
TN,Fentress County,29088
TN,Franklin County,40247
TN,Gibson County,35711
TN,Giles County,35466
TN,Grainger County,33291
TN,Greene County,34649
TN,Grundy County,27494
TN,Hamblen County,38711
TN,Hamilton County,44132
TN,Hancock County,24891
TN,Hardeman County,31747
TN,Hardin County,31883
TN,Hawkins County,37164
TN,Haywood County,34310
TN,Henderson County,36347
TN,Henry County,36247
TN,Hickman County,35948
TN,Houston County,35739
TN,Humphreys County,38300
TN,Jackson County,31093
TN,Jefferson County,37279
TN,Johnson County,29219
TN,Knox County,44074
TN,Lake County,27142
TN,Lauderdale County,32741
TN,Lawrence County,34637
TN,Lewis County,33495
TN,Lincoln County,41022
TN,Loudon County,47206
TN,McMinn County,38183
TN,McNairy County,33139
TN,Macon County,33036
TN,Madison County,40670
TN,Marion County,37672
TN,Marshall County,40052
TN,Maury County,45445
TN,Meigs County,36584
TN,Monroe County,35833
TN,Montgomery County,47258
TN,Moore County,45066
TN,Morgan County,35322
TN,Obion County,38530
TN,Overton County,33230
TN,Perry County,31486
TN,Pickett County,30016
TN,Polk County,35083
TN,Putnam County,35225
TN,Rhea County,36308
TN,Roane County,42620
TN,Robertson County,51074
TN,Rutherford County,51815
TN,Scott County,29792
TN,Sequatchie County,38082
TN,Sevier County,39349
TN,Shelby County,43859
TN,Smith County,39330
TN,Stewart County,40329
TN,Sullivan County,36337
TN,Sumner County,48502
TN,Tipton County,47824
TN,Trousdale County,35824
TN,Unicoi County,35976
TN,Union County,32533
TN,Van Buren County,31455
TN,Warren County,33265
TN,Washington County,41702
TN,Wayne County,32334
TN,Weakley County,34782
TN,White County,33251
TN,Williamson County,82273
TN,Wilson County,56270
TX,Texas,48622
TX,Anderson County,40482
TX,Andrews County,51339
TX,Angelina County,38954
TX,Aransas County,38516
TX,Archer County,51895
TX,Armstrong County,48738
TX,Atascosa County,42439
TX,Austin County,50154
TX,Bailey County,35476
TX,Bandera County,46678
TX,Bastrop County,49812
TX,Baylor County,32111
TX,Bee County,36462
TX,Bell County,49338
TX,Bexar County,47724
TX,Blanco County,46981
TX,Borden County,47938
TX,Bosque County,40732
TX,Bowie County,42272
TX,Brazoria County,64242
TX,Brazos County,37468
TX,Brewster County,37200
TX,Briscoe County,35931
TX,Brooks County,26027
TX,Brown County,37512
TX,Burleson County,41273
TX,Burnet County,49195
TX,Caldwell County,41749
TX,Calhoun County,42745
TX,Callahan County,40614
TX,Cameron County,31624
TX,Camp County,37704
TX,Carson County,51311
TX,Cass County,34556
TX,Castro County,35973
TX,Chambers County,69491
TX,Cherokee County,34910
TX,Childress County,35171
TX,Clay County,47434
TX,Cochran County,35496
TX,Coke County,35754
TX,Coleman County,30637
TX,Collin County,77862
TX,Collingsworth County,32949
TX,Colorado County,41395
TX,Comal County,61573
TX,Comanche County,34878
TX,Concho County,33711
TX,Cooke County,45428
TX,Coryell County,45431
TX,Cottle County,31892
TX,Crane County,50356
TX,Crockett County,42329
TX,Crosby County,33332
TX,Culberson County,30666
TX,Dallam County,37454
TX,Dallas County,46909
TX,Dawson County,33938
TX,Deaf Smith County,36638
TX,Delta County,36193
TX,Denton County,68671
TX,DeWitt County,36611
TX,Dickens County,32669
TX,Dimmit County,29685
TX,Donley County,34967
TX,Duval County,30365
TX,Eastland County,32913
TX,Ector County,42339
TX,Edwards County,32643
TX,Ellis County,57929
TX,El Paso County,36064
TX,Erath County,38068
TX,Falls County,30576
TX,Fannin County,40891
TX,Fayette County,45123
TX,Fisher County,35794
TX,Floyd County,33345
TX,Foard County,31479
TX,Fort Bend County,76758
TX,Franklin County,40579
TX,Freestone County,42266
TX,Frio County,30820
TX,Gaines County,39111
TX,Galveston County,57124
TX,Garza County,38400
TX,Gillespie County,47216
TX,Glasscock County,54354
TX,Goliad County,42646
TX,Gonzales County,34166
TX,Gray County,42701
TX,Grayson County,44356
TX,Gregg County,41623
TX,Grimes County,39959
TX,Guadalupe County,58799
TX,Hale County,35640
TX,Hall County,29302
TX,Hamilton County,38179
TX,Hansford County,43338
TX,Hardeman County,33640
TX,Hardin County,49556
TX,Harris County,50437
TX,Harrison County,44506
TX,Hartley County,57589
TX,Haskell County,30845
TX,Hays County,57051
TX,Hemphill County,55391
TX,Henderson County,37137
TX,Hidalgo County,33070
TX,Hill County,38583
TX,Hockley County,40334
TX,Hood County,52633
TX,Hopkins County,40446
TX,Houston County,33198
TX,Howard County,39022
TX,Hudspeth County,26993
TX,Hunt County,41841
TX,Hutchinson County,46035
TX,Irion County,52857
TX,Jack County,41510
TX,Jackson County,42097
TX,Jasper County,37495
TX,Jeff Davis County,46122
TX,Jefferson County,39756
TX,Jim Hogg County,34077
TX,Jim Wells County,36404
TX,Johnson County,52360
TX,Jones County,35193
TX,Karnes County,34970
TX,Kaufman County,56899
TX,Kendall County,68301
TX,Kenedy County,33502
TX,Kent County,37318
TX,Kerr County,42064
TX,Kimble County,36126
TX,King County,48003
TX,Kinney County,35725
TX,Kleberg County,37418
TX,Knox County,31054
TX,Lamar County,38852
TX,Lamb County,34251
TX,Lampasas County,47772
TX,La Salle County,28834
TX,Lavaca County,39468
TX,Lee County,45661
TX,Leon County,40847
TX,Liberty County,46770
TX,Limestone County,37438
TX,Lipscomb County,46347
TX,Live Oak County,39091
TX,Llano County,40102
TX,Loving County,50188
TX,Lubbock County,41757
TX,Lynn County,36145
TX,McCulloch County,32469
TX,McLennan County,39620
TX,McMullen County,44541
TX,Madison County,35189
TX,Marion County,32173
TX,Martin County,44863
TX,Mason County,38802
TX,Matagorda County,39874
TX,Maverick County,27710
TX,Medina County,47099
TX,Menard County,30277
TX,Midland County,53482
TX,Milam County,36799
TX,Mills County,36108
TX,Mitchell County,34877
TX,Montague County,42415
TX,Montgomery County,65483
TX,Moore County,44680
TX,Morris County,34451
TX,Motley County,35672
TX,Nacogdoches County,35854
TX,Navarro County,37864
TX,Newton County,36429
TX,Nolan County,33981
TX,Nueces County,41899
TX,Ochiltree County,50979
TX,Oldham County,43739
TX,Orange County,45264
TX,Palo Pinto County,39595
TX,Panola County,48621
TX,Parker County,57092
TX,Parmer County,38619
TX,Pecos County,39118
TX,Polk County,38747
TX,Potter County,35323
TX,Presidio County,30357
TX,Rains County,40966
TX,Randall County,57862
TX,Reagan County,48667
TX,Real County,31490
TX,Red River County,32128
TX,Reeves County,32623
TX,Refugio County,39582
TX,Roberts County,58372
TX,Robertson County,36935
TX,Rockwall County,81113
TX,Runnels County,32628
TX,Rusk County,43318
TX,Sabine County,34034
TX,San Augustine County,31729
TX,San Jacinto County,42770
TX,San Patricio County,44307
TX,San Saba County,34264
TX,Schleicher County,32831
TX,Scurry County,44063
TX,Shackelford County,42685
TX,Shelby County,34490
TX,Sherman County,41518
TX,Smith County,44249
TX,Somervell County,49582
TX,Starr County,24497
TX,Stephens County,38002
TX,Sterling County,49064
TX,Stonewall County,36687
TX,Sutton County,51386
TX,Swisher County,33786
TX,Tarrant County,52482
TX,Taylor County,41558
TX,Terrell County,35683
TX,Terry County,34495
TX,Throckmorton County,37273
TX,Titus County,37818
TX,Tom Green County,39004
TX,Travis County,51905
TX,Trinity County,34045
TX,Tyler County,37914
TX,Upshur County,42508
TX,Upton County,47407
TX,Uvalde County,31941
TX,Val Verde County,36647
TX,Van Zandt County,41476
TX,Victoria County,46566
TX,Walker County,37160
TX,Waller County,46313
TX,Ward County,41625
TX,Washington County,44245
TX,Webb County,34878
TX,Wharton County,36097
TX,Wheeler County,41228
TX,Wichita County,39299
TX,Wilbarger County,38913
TX,Willacy County,28307
TX,Williamson County,66152
TX,Wilson County,55992
TX,Winkler County,45237
TX,Wise County,52117
TX,Wood County,40149
TX,Yoakum County,48953
TX,Young County,40490
TX,Zapata County,29915
TX,Zavala County,22948
UT,Utah,54740
UT,Beaver County,44077
UT,Box Elder County,55534
UT,Cache County,47367
UT,Carbon County,45244
UT,Daggett County,41248
UT,Davis County,64840
UT,Duchesne County,53196
UT,Emery County,51205
UT,Garfield County,42668
UT,Grand County,39726
UT,Iron County,39980
UT,Juab County,51917
UT,Kane County,43939
UT,Millard County,45810
UT,Morgan County,71484
UT,Piute County,35233
UT,Rich County,51902
UT,Salt Lake County,56664
UT,San Juan County,37259
UT,Sanpete County,39999
UT,Sevier County,44830
UT,Summit County,74535
UT,Tooele County,60541
UT,Uintah County,54090
UT,Utah County,54385
UT,Wasatch County,61593
UT,Washington County,48247
UT,Wayne County,42456
UT,Weber County,53612
VT,Vermont,49393
VT,Addison County,51967
VT,Bennington County,47161
VT,Caledonia County,40219
VT,Chittenden County,56016
VT,Essex County,34947
VT,Franklin County,51296
VT,Grand Isle County,54907
VT,Lamoille County,47994
VT,Orange County,48008
VT,Orleans County,36515
VT,Rutland County,43600
VT,Washington County,51334
VT,Windham County,43045
VT,Windsor County,48804
VA,Virginia,60665
VA,Accomack County,37312
VA,Albemarle County,61845
VA,Alleghany County,43110
VA,Amelia County,49057
VA,Amherst County,42063
VA,Appomattox County,44479
VA,Arlington County,93231
VA,Augusta County,50534
VA,Bath County,41266
VA,Bedford County,51656
VA,Bland County,39975
VA,Botetourt County,63528
VA,Brunswick County,36806
VA,Buchanan County,29712
VA,Buckingham County,37568
VA,Campbell County,42158
VA,Caroline County,52779
VA,Carroll County,34796
VA,Charles City County,45916
VA,Charlotte County,33899
VA,Chesterfield County,69190
VA,Clarke County,67962
VA,Craig County,44882
VA,Culpeper County,56897
VA,Cumberland County,39394
VA,Dickenson County,32955
VA,Dinwiddie County,50535
VA,Essex County,43125
VA,Fairfax County,102726
VA,Fauquier County,83176
VA,Floyd County,44188
VA,Fluvanna County,63869
VA,Franklin County,40931
VA,Frederick County,62173
VA,Giles County,40773
VA,Gloucester County,58893
VA,Goochland County,81938
VA,Grayson County,31930
VA,Greene County,57592
VA,Greensville County,38702
VA,Halifax County,35879
VA,Hanover County,72319
VA,Henrico County,59128
VA,Henry County,32669
VA,Highland County,35793
VA,Isle of Wight County,62224
VA,James City County,74241
VA,King and Queen County,44277
VA,King George County,77200
VA,King William County,64205
VA,Lancaster County,44296
VA,Lee County,31116
VA,Loudoun County,119075
VA,Louisa County,50101
VA,Lunenburg County,35260
VA,Madison County,49389
VA,Mathews County,53418
VA,Mecklenburg County,35196
VA,Middlesex County,45686
VA,Montgomery County,42827
VA,Nelson County,47368
VA,New Kent County,67979
VA,Northampton County,35308
VA,Northumberland County,46320
VA,Nottoway County,36975
VA,Orange County,53837
VA,Page County,37970
VA,Patrick County,33678
VA,Pittsylvania County,41031
VA,Powhatan County,70025
VA,Prince Edward County,36100
VA,Prince George County,59346
VA,Prince William County,91290
VA,Pulaski County,41184
VA,Rappahannock County,57499
VA,Richmond County,40596
VA,Roanoke County,57720
VA,Rockbridge County,44502
VA,Rockingham County,49158
VA,Russell County,34460
VA,Scott County,33797
VA,Shenandoah County,46016
VA,Smyth County,35437
VA,Southampton County,43232
VA,Spotsylvania County,72463
VA,Stafford County,93185
VA,Surry County,46112
VA,Sussex County,37019
VA,Tazewell County,35485
VA,Warren County,55758
VA,Washington County,39690
VA,Westmoreland County,45291
VA,Wise County,36789
VA,Wythe County,37624
VA,York County,77070
VA,Alexandria city,78023
VA,Bedford city,35664
VA,Bristol city,33149
VA,Buena Vista city,37629
VA,Charlottesville city,42686
VA,Chesapeake city,67674
VA,Colonial Heights city,48883
VA,Covington city,33962
VA,Danville city,31153
VA,Emporia city,33255
VA,Fairfax city,83413
VA,Falls Church city,105124
VA,Franklin city,36454
VA,Fredericksburg city,43460
VA,Galax city,32061
VA,Hampton city,50923
VA,Harrisonburg city,37179
VA,Hopewell city,37226
VA,Lexington city,41298
VA,Lynchburg city,36397
VA,Manassas city,64274
VA,Manassas Park city,67948
VA,Martinsville city,29887
VA,Newport News city,49228
VA,Norfolk city,41015
VA,Norton city,33662
VA,Petersburg city,32435
VA,Poquoson city,79229
VA,Portsmouth city,42740
VA,Radford city,34009
VA,Richmond city,39214
VA,Roanoke city,37486
VA,Salem city,46636
VA,Staunton city,40855
VA,Suffolk city,62419
VA,Virginia Beach city,63354
VA,Waynesboro city,40256
VA,Williamsburg city,46285
VA,Winchester city,41008
WA,Washington,55584
WA,Adams County,41099
WA,Asotin County,39340
WA,Benton County,59409
WA,Chelan County,45561
WA,Clallam County,42111
WA,Clark County,55144
WA,Columbia County,41244
WA,Cowlitz County,43031
WA,Douglas County,48113
WA,Ferry County,35721
WA,Franklin County,49873
WA,Garfield County,41482
WA,Grant County,42514
WA,Grays Harbor County,40281
WA,Island County,54714
WA,Jefferson County,45600
WA,King County,66147
WA,Kitsap County,57107
WA,Kittitas County,40376
WA,Klickitat County,42510
WA,Lewis County,40109
WA,Lincoln County,48746
WA,Mason County,46062
WA,Okanogan County,35682
WA,Pacific County,37832
WA,Pend Oreille County,39035
WA,Pierce County,56446
WA,San Juan County,50836
WA,Skagit County,54600
WA,Skamania County,47804
WA,Snohomish County,63391
WA,Spokane County,46881
WA,Stevens County,41147
WA,Thurston County,60672
WA,Wahkiakum County,44740
WA,Walla Walla County,43119
WA,Whatcom County,49999
WA,Whitman County,39251
WA,Yakima County,40503
WV,West Virginia,38241
WV,Barbour County,31634
WV,Berkeley County,50923
WV,Boone County,38126
WV,Braxton County,32606
WV,Brooke County,38197
WV,Cabell County,36274
WV,Calhoun County,29084
WV,Clay County,31232
WV,Doddridge County,34444
WV,Fayette County,30856
WV,Gilmer County,31558
WV,Grant County,36487
WV,Greenbrier County,35456
WV,Hampshire County,33991
WV,Hancock County,38501
WV,Hardy County,37002
WV,Harrison County,40441
WV,Jackson County,38600
WV,Jefferson County,63156
WV,Kanawha County,43110
WV,Lewis County,34734
WV,Lincoln County,34119
WV,Logan County,33202
WV,McDowell County,24133
WV,Marion County,38856
WV,Marshall County,37206
WV,Mason County,36279
WV,Mercer County,32366
WV,Mineral County,38629
WV,Mingo County,31915
WV,Monongalia County,42247
WV,Monroe County,34637
WV,Morgan County,40636
WV,Nicholas County,35945
WV,Ohio County,38997
WV,Pendleton County,36733
WV,Pleasants County,40416
WV,Pocahontas County,31289
WV,Preston County,42529
WV,Putnam County,52942
WV,Raleigh County,37915
WV,Randolph County,35176
WV,Ritchie County,35170
WV,Roane County,31362
WV,Summers County,29261
WV,Taylor County,36846
WV,Tucker County,33915
WV,Tyler County,36122
WV,Upshur County,35893
WV,Wayne County,36360
WV,Webster County,29083
WV,Wetzel County,36390
WV,Wirt County,36037
WV,Wood County,39456
WV,Wyoming County,35872
WI,Wisconsin,48974
WI,Adams County,42347
WI,Ashland County,36651
WI,Barron County,42805
WI,Bayfield County,40155
WI,Brown County,51330
WI,Buffalo County,44088
WI,Burnett County,38774
WI,Calumet County,62173
WI,Chippewa County,46479
WI,Clark County,40136
WI,Columbia County,54304
WI,Crawford County,37649
WI,Dane County,58958
WI,Dodge County,50996
WI,Door County,45990
WI,Douglas County,40930
WI,Dunn County,47442
WI,Eau Claire County,43901
WI,Florence County,41928
WI,Fond du Lac County,50327
WI,Forest County,38735
WI,Grant County,42256
WI,Green County,51019
WI,Green Lake County,43571
WI,Iowa County,51738
WI,Iron County,35532
WI,Jackson County,38812
WI,Jefferson County,50963
WI,Juneau County,40228
WI,Kenosha County,52028
WI,Kewaunee County,50099
WI,La Crosse County,47271
WI,Lafayette County,46595
WI,Langlade County,37762
WI,Lincoln County,45092
WI,Manitowoc County,48059
WI,Marathon County,50192
WI,Marinette County,38099
WI,Marquette County,43976
WI,Menominee County,31509
WI,Milwaukee County,40582
WI,Monroe County,44941
WI,Oconto County,44421
WI,Oneida County,44038
WI,Outagamie County,55556
WI,Ozaukee County,73471
WI,Pepin County,43912
WI,Pierce County,57111
WI,Polk County,46871
WI,Portage County,49652
WI,Price County,41116
WI,Racine County,51712
WI,Richland County,40685
WI,Rock County,47128
WI,Rusk County,35757
WI,St. Croix County,64990
WI,Sauk County,47531
WI,Sawyer County,37858
WI,Shawano County,45139
WI,Sheboygan County,50397
WI,Taylor County,43942
WI,Trempealeau County,43425
WI,Vernon County,45059
WI,Vilas County,37154
WI,Walworth County,52823
WI,Washburn County,38474
WI,Washington County,61955
WI,Waukesha County,71176
WI,Waupaca County,47121
WI,Waushara County,42590
WI,Winnebago County,49166
WI,Wood County,45226
WY,Wyoming,53757
WY,Albany County,40430
WY,Big Horn County,44137
WY,Campbell County,76441
WY,Carbon County,52935
WY,Converse County,58599
WY,Crook County,53961
WY,Fremont County,45998
WY,Goshen County,41226
WY,Hot Springs County,40126
WY,Johnson County,56475
WY,Laramie County,50278
WY,Lincoln County,58175
WY,Natrona County,52101
WY,Niobrara County,40683
WY,Park County,50058
WY,Platte County,44288
WY,Sheridan County,51926
WY,Sublette County,73855
WY,Sweetwater County,67508
WY,Teton County,68358
WY,Uinta County,60532
WY,Washakie County,47831
WY,Weston County,48653
